resume_text,job_title,match_score
Frontend developer 5 years React Redux JavaScript ES6 HTML5 CSS3 Sass webpack babel responsive design mobile-first UI/UX Figma Git TypeScript hooks performance optimization,Frontend Developer,78.22
React tutorial projects,Senior React Developer,29.61
Machine learning engineer 2 years TensorFlow PyTorch Keras scikit-learn deep learning CNN RNN LSTM neural networks computer vision NLP model deployment MLOps Docker Kubernetes Python data preprocessing feature engineering,Machine Learning Engineer,94.12
Python Django tutorial,Senior Backend Engineer,27.95
Java developer 5 years Spring Boot microservices REST API MySQL PostgreSQL Hibernate JPA Maven Gradle unit testing JUnit Mockito agile scrum Docker Kubernetes,Java Developer,83.5
iOS developer 5 years Swift Objective-C Xcode UIKit SwiftUI Core Data Alamofire REST API App Store TestFlight Git CocoaPods SPM MVVM design patterns,iOS Developer,88.81
Entry level computer science graduate,Principal Software Engineer,31.74
Python data analysis pandas,Data Engineer,61.8
SQL basic queries,Database Administrator,39.68
Machine learning engineer 4 years TensorFlow PyTorch Keras scikit-learn deep learning CNN RNN LSTM neural networks computer vision NLP model deployment MLOps Docker Kubernetes Python data preprocessing feature engineering,Machine Learning Engineer,93.35
Frontend HTML CSS JavaScript,Full Stack Developer,62.95
Cloud architect 4 years AWS solutions architect EC2 VPC RDS S3 Lambda API Gateway IAM security cost optimization high availability disaster recovery multi-region CloudFront,Cloud Architect,97.16
Backend developer 4 years Python Django Flask FastAPI PostgreSQL Redis Celery Docker REST API microservices async programming unit testing pytest data structures algorithms,Backend Developer,87.78
Frontend HTML CSS JavaScript,Full Stack Developer,58.4
Java developer 3 years Spring Boot microservices REST API MySQL PostgreSQL Hibernate JPA Maven Gradle unit testing JUnit Mockito agile scrum Docker Kubernetes,Java Developer,90.73
Java developer 6 years Spring Boot microservices REST API MySQL PostgreSQL Hibernate JPA Maven Gradle unit testing JUnit Mockito agile scrum Docker Kubernetes,Java Developer,81.48
AI engineer 3 years artificial intelligence machine learning deep learning NLP computer vision TensorFlow PyTorch transformers BERT GPT LLM prompt engineering,AI Engineer,79.72
Backend developer 6 years Python Django Flask FastAPI PostgreSQL Redis Celery Docker REST API microservices async programming unit testing pytest data structures algorithms,Backend Developer,84.31
Python beginner learning online courses,Senior Machine Learning Engineer,15.0
Full stack developer 6 years React Node.js JavaScript TypeScript HTML CSS MongoDB Express.js REST API Git responsive design webpack babel npm microservices Docker CI/CD,Full Stack Developer,91.29
QA engineer 4 years automation testing Selenium WebDriver Java TestNG Maven Cucumber BDD API testing Postman JIRA agile regression testing test planning,QA Engineer,81.47
SQL database basics,Database Administrator,63.14
Data engineer 2 years Python Spark Hadoop Hive Kafka Airflow ETL data pipeline AWS Redshift data warehousing big data Snowflake dbt,Data Engineer,98.0
HTML CSS basic JavaScript,Lead Backend Developer,29.21
Backend developer 5 years Python Django Flask FastAPI PostgreSQL Redis Celery Docker REST API microservices async programming unit testing pytest data structures algorithms,Backend Developer,82.15
Frontend developer 6 years React Redux JavaScript ES6 HTML5 CSS3 Sass webpack babel responsive design mobile-first UI/UX Figma Git TypeScript hooks performance optimization,Frontend Developer,87.18
Java developer 3 years Spring Boot microservices REST API MySQL PostgreSQL Hibernate JPA Maven Gradle unit testing JUnit Mockito agile scrum Docker Kubernetes,Java Developer,98.0
Entry level computer science graduate,Principal Software Engineer,35.46
Python data analysis pandas,Data Engineer,60.96
Cloud architect 5 years AWS solutions architect EC2 VPC RDS S3 Lambda API Gateway IAM security cost optimization high availability disaster recovery multi-region CloudFront,Cloud Architect,95.09
Blockchain developer 6 years Solidity Ethereum smart contracts Web3.js DApp development cryptocurrency Bitcoin consensus algorithms distributed systems cryptography,Blockchain Developer,89.57
HTML CSS basic JavaScript,Lead Backend Developer,37.66
Data analyst SQL Tableau,Data Scientist,50.35
Database administrator 3 years MySQL PostgreSQL Oracle SQL Server performance tuning backup recovery replication clustering indexing query optimization database security,Database Administrator,83.62
Java developer 4 years Spring Boot microservices REST API MySQL PostgreSQL Hibernate JPA Maven Gradle unit testing JUnit Mockito agile scrum Docker Kubernetes,Java Developer,92.2
DevOps engineer 2 years AWS EC2 S3 Lambda CloudFormation Docker Kubernetes Jenkins CI/CD Terraform Ansible Linux bash scripting monitoring CloudWatch ECS EKS,DevOps Engineer,96.79
Testing manual automation,Senior QA Engineer,58.77
QA engineer 2 years automation testing Selenium WebDriver Java TestNG Maven Cucumber BDD API testing Postman JIRA agile regression testing test planning,QA Engineer,92.68
DevOps engineer 3 years AWS EC2 S3 Lambda CloudFormation Docker Kubernetes Jenkins CI/CD Terraform Ansible Linux bash scripting monitoring CloudWatch ECS EKS,DevOps Engineer,97.93
iOS developer 2 years Swift Objective-C Xcode UIKit SwiftUI Core Data Alamofire REST API App Store TestFlight Git CocoaPods SPM MVVM design patterns,iOS Developer,93.3
Python beginner learning online courses,Senior Machine Learning Engineer,22.09
Python developer 2 years Django Flask,Machine Learning Engineer,52.35
Machine learning engineer 4 years TensorFlow PyTorch Keras scikit-learn deep learning CNN RNN LSTM neural networks computer vision NLP model deployment MLOps Docker Kubernetes Python data preprocessing feature engineering,Machine Learning Engineer,89.9
AI engineer 7 years artificial intelligence machine learning deep learning NLP computer vision TensorFlow PyTorch transformers BERT GPT LLM prompt engineering,AI Engineer,89.73
Python developer 2 years Django Flask,Machine Learning Engineer,49.59
Machine learning engineer 6 years TensorFlow PyTorch Keras scikit-learn deep learning CNN RNN LSTM neural networks computer vision NLP model deployment MLOps Docker Kubernetes Python data preprocessing feature engineering,Machine Learning Engineer,96.02
iOS developer 7 years Swift Objective-C Xcode UIKit SwiftUI Core Data Alamofire REST API App Store TestFlight Git CocoaPods SPM MVVM design patterns,iOS Developer,86.75
Data analyst SQL Tableau,Data Scientist,58.21
Cloud architect 2 years AWS solutions architect EC2 VPC RDS S3 Lambda API Gateway IAM security cost optimization high availability disaster recovery multi-region CloudFront,Cloud Architect,98.0
AI engineer 5 years artificial intelligence machine learning deep learning NLP computer vision TensorFlow PyTorch transformers BERT GPT LLM prompt engineering,AI Engineer,88.92
Excel Word PowerPoint,Data Engineer,15.0
Java developer 5 years Spring Boot microservices REST API MySQL PostgreSQL Hibernate JPA Maven Gradle unit testing JUnit Mockito agile scrum Docker Kubernetes,Java Developer,88.1
Database administrator 4 years MySQL PostgreSQL Oracle SQL Server performance tuning backup recovery replication clustering indexing query optimization database security,Database Administrator,86.45
Machine learning engineer 4 years TensorFlow PyTorch Keras scikit-learn deep learning CNN RNN LSTM neural networks computer vision NLP model deployment MLOps Docker Kubernetes Python data preprocessing feature engineering,Machine Learning Engineer,96.43
Backend developer 2 years Python Django Flask FastAPI PostgreSQL Redis Celery Docker REST API microservices async programming unit testing pytest data structures algorithms,Backend Developer,90.67
React tutorial projects,Senior React Developer,40.36
Full stack developer 3 years React Node.js JavaScript TypeScript HTML CSS MongoDB Express.js REST API Git responsive design webpack babel npm microservices Docker CI/CD,Full Stack Developer,89.34
Cloud architect 6 years AWS solutions architect EC2 VPC RDS S3 Lambda API Gateway IAM security cost optimization high availability disaster recovery multi-region CloudFront,Cloud Architect,89.1
iOS developer 6 years Swift Objective-C Xcode UIKit SwiftUI Core Data Alamofire REST API App Store TestFlight Git CocoaPods SPM MVVM design patterns,iOS Developer,93.75
Python developer 2 years Django Flask,Machine Learning Engineer,59.95
Python Django tutorial,Senior Backend Engineer,27.25
Python developer with 2 years experience in machine learning deep learning data science pandas numpy scikit-learn tensorflow pytorch keras neural networks data analysis statistics SQL data visualization matplotlib seaborn,Data Scientist,90.38
Python beginner learning online courses,Senior Machine Learning Engineer,22.76
React developer JavaScript,Full Stack Developer,59.27
Cloud architect 2 years AWS solutions architect EC2 VPC RDS S3 Lambda API Gateway IAM security cost optimization high availability disaster recovery multi-region CloudFront,Cloud Architect,94.27
Machine learning engineer 7 years TensorFlow PyTorch Keras scikit-learn deep learning CNN RNN LSTM neural networks computer vision NLP model deployment MLOps Docker Kubernetes Python data preprocessing feature engineering,Machine Learning Engineer,97.74
Product manager 3 years product roadmap agile scrum user stories market research competitive analysis stakeholder management data-driven decision making SQL A/B testing,Product Manager,93.24
Full stack developer 3 years React Node.js JavaScript TypeScript HTML CSS MongoDB Express.js REST API Git responsive design webpack babel npm microservices Docker CI/CD,Full Stack Developer,81.75
Database administrator 7 years MySQL PostgreSQL Oracle SQL Server performance tuning backup recovery replication clustering indexing query optimization database security,Database Administrator,81.25
React tutorial projects,Senior React Developer,29.52
Java Spring Boot basics,Senior Java Developer,70.0
Java developer 5 years Spring Boot microservices REST API MySQL PostgreSQL Hibernate JPA Maven Gradle unit testing JUnit Mockito agile scrum Docker Kubernetes,Java Developer,87.8
Java programming student projects,Senior Java Architect,20.57
Python developer with 7 years experience in machine learning deep learning data science pandas numpy scikit-learn tensorflow pytorch keras neural networks data analysis statistics SQL data visualization matplotlib seaborn,Data Scientist,96.92
